@ThanQTrump1 @piewhackett @DrvrNail @robin_ked @Hmcruzr @hogansgoat2423 @jangone113 @JohnnieNJ7A @DantonioPauli @geogreer2 @Michael_Hudak @YBornacelli @mbees39 @81_kirstyn @pressbuddy @AmericaAngels20 @jepkratz @vicksiern @cynthia_gunnels @BPPope @sherlock31770 @god7steve @Xx1745xX @ludeke_linda @MaryMar72308946 @eddychuck1 @BatgirlWins @justthinkit @AnonCassi @jeannew94245888 @jl_soto @M35620522Jackie @IronMaidenMan1 @phylby55 @stephenjalter @dhernan1972 @panos941 @j_bulmer @JimmyEd5 @Me2189251618 @Christo84554035 Got the same message with a YouTube plandemic video as well as Zero Hedge links.;;Galaxy8SGQ;2020-05-16 16:20:16;@ACTforAmerica;
Those who inflated this Plandemic should stand before a Firing Squad and accept the Justice they deserve a Pathetic bunch of Colluded Communists.;;wbjames;2020-05-16 16:20:18;Alligator Bayou Louisiana;
5.16.20 Q - Covid19 Is Democrats Attempted to Rig 2020. HYPED PLANDEMIC ... https://t.co/AKuExGNHFH via @YouTube;;dogsbcpeopleSuc;2020-05-16 16:20:36;;
@MObryck @JoAnnAn70552574 @PittsburghPG @realDonaldTrump Obamagate. Plandemic. The “great awakening”. Trump supporters must hatch their conspiracy from info they glean off the men’s room wall. Desperation setting in for the worst most corrupt incompetent “president” in US history. But don’t worry corona will “just disappear”;;kocur60;2020-05-16 16:20:36;Pittsburgh, PA;
Plandemic Planners Threaten A Dark Winter For America - #NewWorldNextWeek https://t.co/Vrbnyn2HK5 via @YouTube #Plandemic2020;#NewWorldNextWeek|#Plandemic2020;JamTech65;2020-05-16 16:20:46;;
@TDEMomof3 @CraigLiddell58 It's that video Plandemic isn't it?;;MarcShimo;2020-05-16 16:20:49;Colorado;
"@SeanCordicon ""would it be""? How about how easy IS it?

Ver very easy #Plandemic #ObamaGate #PizzagateWillComeOutSoonISwear";#Plandemic|#ObamaGate|#PizzagateWillComeOutSoonISwear;FormerLemming;2020-05-16 16:20:55;;
Who is Judy Mikovits – the woman behind the forbidden “plandemic”? | Instant News https://t.co/AZYHjAAUQq;;InstantNewsPk;2020-05-16 16:21:01;Pakistan;
Golly gosh...;;Renegade_Inc;2020-05-16 16:21:23;Business Culture Smart Living;
No doubt it’s about the election.;;LoriGrover17;2020-05-16 16:21:25;;
@EsperDoD @WhiteHouse @POTUS Proofs in the pudding- whole CV PlanDemic is pure bull-shit. Trump so-called POTUS.. not wearing a mask? A sell-out Traitorous miscreant fiend who KNOWS this is all hyped lies &amp deception. 'If the president should become ill.. omg!' He won't. He's already ill. Spiritually dead.;;MargoVictoria1;2020-05-16 16:21:40;;
"Wow and that he shall do and will continue to do after 2020!

#CoronaHoax #COVID19 #Plandemic #q #POTUS #sos #BillGatesBioTerrorist #woke #ObamaGate #DrainTheSwamp #TheGreatAwakening";#CoronaHoax|#COVID19|#Plandemic|#q|#POTUS|#sos|#BillGatesBioTerrorist|#woke|#ObamaGate|#DrainTheSwamp|#TheGreatAwakening;fly4power;2020-05-16 16:21:55;;
@MattsRealTweet @Pie9000 @SiriusEl_ @LynnBuc88588234 @JD1043 @thejtlewis @realDonaldTrump None needed! Been working since this started without any precautions. Funny. Not only did I not get it I don't even know anyone who knows anyone personally who got it either! I WAS mentally controlled like you are but I seen the light after researching the TRUTH! #Plandemic;#Plandemic;MamaMudaro;2020-05-16 16:22:24;;
"4) #Qposts 4250 #Qanon #WWG1WGA #coronahoax 

Qpost #3975: https://t.co/I8kjCZLGEp
Qpost #693: https://t.co/pW3DP2Kqtq
Qpost #694: https://t.co/P23WKMgPzp
Qpost #735: https://t.co/N6E1Sc93aI

Seringues: https://t.co/ChuBauCuGd https://t.co/IhubOKzH16";#Qposts|#Qanon|#WWG1WGA|#coronahoax|#3975:|#693:|#694:|#735:;Dan_ad_lumen;2020-05-16 16:22:36;Somewhere in Canada;
"5) #Qposts 4250 #Qanon #WWG1WGA #coronahoax 
Bill Gates sur les GES: https://t.co/V3N2zRXAS3 https://t.co/vsQMM9ApAE";#Qposts|#Qanon|#WWG1WGA|#coronahoax;Dan_ad_lumen;2020-05-16 16:22:36;Somewhere in Canada;
Hello Dingalings. #covid #covid19 #plandemic #trumpers #dingalings @ Martinborough https://t.co/o6m2LMwBrL;#covid|#covid19|#plandemic|#trumpers|#dingalings;vinylburns;2020-05-16 16:22:38;Wellington, New Zealand;[[[174.958653, -41.613549], [174.958653, -40.921063], [175.809775, -40.921063], [175.809775, -41.613549]]]
New t shirt design for sale “Social Conditioning”. More designs to come. Link is below. #COVID19 #pandemic #plandemic #billgates #virus https://t.co/ieTY81Ioxh;#COVID19|#pandemic|#plandemic|#billgates|#virus;LeftyNero;2020-05-16 16:22:42;Boca Raton, FL;
"And that he shall do and continue to do beyond 2020! #Trump2020

#CoronaHoax #COVID19 #Plandemic #q #POTUS #sos #BillGatesBioTerrorist #woke #ObamaGate #DrainTheSwamp #thegreatawakening";#Trump2020|#CoronaHoax|#COVID19|#Plandemic|#q|#POTUS|#sos|#BillGatesBioTerrorist|#woke|#ObamaGate|#DrainTheSwamp|#thegreatawakening;fly4power;2020-05-16 16:22:46;;
"@fordnation Go to https://t.co/7C1oRhOOrQ (similar to youtube without censorship) 

Watch 'plandemic'";;uandaye;2020-05-16 16:23:21;;
@RealMattCouch Does not prevent common cold common flu response origin but feeds continues structured Plandemic fear tactics. Also can kill you breathing in toxic air from expelled self😈👀;;JoshuaMichaelsd;2020-05-16 16:23:38;present;
"@itsSweetThing @magawoman23 @realDonaldTrump They want to drag this (plandemic) out as long as they can. 
#DrainTheSwamp https://t.co/QcCzbixhuu";#DrainTheSwamp;realTimElkins;2020-05-16 16:23:38;Ar/Ok;
.@GovofCO think of this? Especially since he requested a moment of silence on a shame number?? Will he hold Jill Ryan #accountable? #Plandemic #Scamdemic #datamatters;#accountable?|#Plandemic|#Scamdemic|#datamatters;JulieJ2020;2020-05-16 16:23:43;;
Officer Greg Anderson Got Fired For Standing For People’s Rights https://t.co/1YJPLeTWXK #BitChute #COVID19 #lies #plandemic #virus #fake #Constitution #goodman;#BitChute|#COVID19|#lies|#plandemic|#virus|#fake|#Constitution|#goodman;cittizen9;2020-05-16 16:23:44;Missouri, USA;
@DC_Draino WW2...Nazi playbook We’re  doing this to keep you safe. Essential workers can live (work) propaganda blasted in the streets( stores) to brainwash Jews (you) into compliance just wear this patch(mask)..wake up!!! This is not about a virus and you are falling for it! #CovidHoax;#CovidHoax;ColSpringsAnon;2020-05-16 16:24:01;United States;
@MollyJongFast They think the “deepstate” is global. They call this a “plandemic.”  And they’re serious when they say these things.;;FairSnark;2020-05-16 16:24:13;California, USA;
The Original Plandemic: Unmasking The Eerily Familiar Conspiracy Theories Behind The Russian Flu Of 1889 via @forbes https://t.co/fFyJPahjBE;;SVELTEJOY;2020-05-16 16:24:25;London;
"I have a list of 4 books I'm purchasing today that is on my list
Don't do the amazon thing though...
Never did.";;KatSiberia;2020-05-16 16:24:29;;
@Zigandzag101 @JSmithpolitics1 Until the 2020 election is over and probably will never hear about Covid19 anymore...like the Swine FluSARSetc. This plandemic didn't just up &amp magically happen...it was predicted by Dr. Fauci in January 2017 &amp not 2 forget Bill Gates Coronavirus Conference in the Fall of '19!;;counselorp;2020-05-16 16:24:33;;
"Those who know 😉
Not sure when the #CovidHoax is gonna end!";#CovidHoax;TheNewC247;2020-05-16 16:24:40;UK;
Dollar Vigilante: UN WARNS OF FAMINES OF BIBLICAL PROPORTIONS DUE TO LOCKDOWN CAUSED BY COVID PLANDEMIC https://t.co/Og3Pjo9QKN;;flude_tom;2020-05-16 16:24:47;;
#coronahoax is happening because governments are so afraid of #bitcoin and they want to keep the illusion of control for as long as possible. https://t.co/CCJZ5I4szy;#coronahoax|#bitcoin;BarrioBitcoin;2020-05-16 16:24:51;Caracas, Venezuela;
#coronahoax  is happening because governments are so afraid of  #bitcoin  and they want to keep the illusion of control for as long as possible. - 🍕 🍺 https://t.co/CI2nd0NOSb 🍔 🏨 https://t.co/cjYewZ2UnY;#coronahoax|#bitcoin;memofwd;2020-05-16 16:25:03;;
@aetiology @NBCNewsTHINK Good article but there's more. I'm a Christian and a rare breed who also believes the science. Many Christians here think this is a plandemic they refuse vaccine cuz it will contain microchip which will be the mark of the beast. I know...just saying what you're up against.;;sisterdawnmarie;2020-05-16 16:25:07;New Joisey, USA;
I’m flabbergasted that this is happening in 2020. How easily the police turn on its own citizens;;paxnos7;2020-05-16 16:25:08;;
@Braindumb2 @corynye @Anti_Freedumbs @ChrisJZullo @realDonaldTrump True or False it should not be banned. You should compile your links and convince people the video is garbage.  If that doesnt work make a better video than Plandemic.  Win the argument dont silence the opposition.;;johnsmi52783336;2020-05-16 16:25:35;;
Go out and get your groceries but be sure to #StaySafeStayHome and mail in those ballots. #CovidHoax #DemocratsAreDestroyingAmerica;#StaySafeStayHome|#CovidHoax|#DemocratsAreDestroyingAmerica;Kellyanne_615;2020-05-16 16:25:44;USA 🇺🇸;[[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]
"@HeatherEHeying @BretWeinstein 
FYI: Angela Rasmussen on May 15 Science Friday debunks Plandemic and the idea that sars-cov-2 was engineered. Worth 17 minutes of your time. Segment: Finding Falsehoods in Plandemic 
https://t.co/cB0wvGV05m
Thanks love the podcast.";;anytwospades;2020-05-16 16:25:51;Colorado;
@DC_Draino WW2...Nazi playbook We’re  doing this to keep you safe. Essential workers can live (work) propaganda blasted in the streets( stores) to brainwash Jews (you) into compliance just wear this patch(mask)..wake up!!! This is not about a virus and you are falling for it! #CovidHoax;#CovidHoax;ColSpringsAnon;2020-05-16 16:25:54;United States;
"@ninoboxer Even Robert F Kennedy a liberal Democrat is sounding the Alarm on this!🔥🔥🔥

👉https://t.co/bnJXJ3pgVO

#PlanDemic #CovidWorldOrder #GatesVirus #NWO #5G #UniversalHealthScare #FunVax #Technocracy #ContactTracing #Quarantine #Agenda2030 #Vax #TheGreatAwakening 🦋#AskTheQ✨🗝✨ https://t.co/aWhvC5IUsW";#PlanDemic|#CovidWorldOrder|#GatesVirus|#NWO|#5G|#UniversalHealthScare|#FunVax|#Technocracy|#ContactTracing|#Quarantine|#Agenda2030|#Vax|#TheGreatAwakening|🦋#AskTheQ✨🗝✨;8Redhawklady;2020-05-16 16:25:57;New California;
An Ex-Google Employee Turned 'Whistleblower' and QAnon Fan Made 'Plandemic' Go Viral via /r/technology https://t.co/kwypcaNePN;;TheTechnicalDud;2020-05-16 16:26:09;;
An Ex-Google Employee Turned 'Whistleblower' and QAnon Fan Made 'Plandemic' Go Viral via /r/technology https://t.co/aoIa5rFH0U;;JuanLoraRuiz1;2020-05-16 16:26:23;Sevilla, España;
@RoyTodarello @Av007_Saint @kismets_pawn @bmcpburgh @clairlemon You have been taken by a New York conman. I don’t think you are in a position to call anyone crazy. Go jerk off to the plandemic video for the 100th time. Loser.;;LazarusLongest;2020-05-16 16:26:34;Nope;
"Then I would say we are seeing the Antichrist at the garden gate and Jesus is knocking at the door... invite him in TODAY.  

Jesus is coming soon to take those who love Him to the place He has prepared for us.

https://t.co/pxXnYoIaTj";;Blynn1Lynn;2020-05-16 16:26:43;;
"Hey guys if you wish to spend your time hating humanity see Doctor Mike debunking ""Plandemic"". If you want to give up on humanity read the comments on people defending Plandemic. I hope Dr Mike can ignore the people wanting to believe it.
https://t.co/5UFh4ILuoV";;TI_DarthLaser;2020-05-16 16:26:56;Belgium;
Where the social distancing and Ppe the police know it one big scam  a plandemic #COVID19 #coronavirus #COVID__19;#COVID19|#coronavirus|#COVID__19;covid19fakeshit;2020-05-16 16:27:10;London, England;
@cherielebrun @NoodleSparklez @Julietknows1 OK Miss Plandemic...it takes a special sort of stupid...;;jilsmom;2020-05-16 16:27:16;;
@TinFoilHatCast Not gonna stop the tinfoil army! My mom and dad have realized this is a plandemic and I talk about this stuff with everyone I know;;NathanCaveney1;2020-05-16 16:27:28;;
Plandemic Planners Threaten A Dark Winter For America - #NewWorldNextWeek https://t.co/nT1x6iBiaF via @YouTube;#NewWorldNextWeek;KitBonde;2020-05-16 16:27:49;Midtjylland, Danmark;
This isn’t the first time we’ve seen them do this!! #CoronaHoax;#CoronaHoax;BetsyTanner11;2020-05-16 16:27:53;Texas, USA;
Phase 2 of New World Order Plandemic False Flag media manipulation medical tyranny Tactic🇨🇳😈;;JoshuaMichaelsd;2020-05-16 16:28:11;present;
An Ex-Google Employee Turned 'Whistleblower' and QAnon Fan Made 'Plandemic' Go Viral via /r/technology https://t.co/s5cCWXYUpu;;alpinesucre;2020-05-16 16:28:19;6.450384,3.392173;
"#Obamagate  #GatesFaucigate:  One day you will have all 8 needles injecting your poisons into you at once you murdering bastard tranny  #PLANdemic #JailFauci #VaccinateGates #OpenUSA #NeverBeLockedDownAgain
#BackToWork #EndGates #WHOTrafficsKids  @POTUS";#Obamagate|#GatesFaucigate:|#PLANdemic|#JailFauci|#VaccinateGates|#OpenUSA|#NeverBeLockedDownAgain|#BackToWork|#EndGates|#WHOTrafficsKids;Rodrollin;2020-05-16 16:28:36;;
Who is Judy Mikovits the woman behind banned ‘Plandemic’ conspiracy video? https://t.co/DTxJFBehyj;;newscrossovers;2020-05-16 16:28:51;;
"Courage is hard. Fear is easy

#coronavirusuk #COVID19 #questionauthority #covidhoax #billgates #covid1984";#coronavirusuk|#COVID19|#questionauthority|#covidhoax|#billgates|#covid1984;ThisIsMadness5;2020-05-16 16:29:09;London, England;
@TheMichiganPat1 @DC_Draino WW2...Nazi playbook We’re  doing this to keep you safe. Essential workers can live (work) propaganda blasted in the streets( stores) to brainwash Jews (you) into compliance just wear this patch(mask)..wake up!!! This is not about a virus and you are falling for it! #CovidHoax;#CovidHoax;ColSpringsAnon;2020-05-16 16:29:21;United States;
"Manufactured pandemic?

https://t.co/0LBFcklTrt

#scamdemic #Plandemic2020";#scamdemic|#Plandemic2020;Enoch88813881;2020-05-16 16:29:25;;
He’s not wrong ... people need to start waking up! This plandemic is 💯 political;;yaco22cp;2020-05-16 16:30:16;Spring Hill, TN;
@davidicke It all a plandemic;;covid19fakeshit;2020-05-16 16:30:22;London, England;
Proper good gathering today fuck the plandemic we wanted freedom and we got it #Swindon fair play to everyone that showed up https://t.co/SLKabddqrM;#Swindon;k9spence;2020-05-16 16:30:33;;
An Ex-Google Employee Turned 'Whistleblower' and QAnon Fan Made 'Plandemic' Go Viral via /r/technology https://t.co/0g5MOXgOvH;;secretspartanuk;2020-05-16 16:31:08;England;
Mail in Votes as Fraudulent as any Election can get the Plandemic Collusion between Communist China and Communist Democrats are all the same Turds in a Septic Tank drain this Sewage Infested Swamp..;;wbjames;2020-05-16 16:31:33;Alligator Bayou Louisiana;
@elenochle @molmccann @WarRoomPandemic I'm certainly skeptical of the testing as well! #Scamdemic;#Scamdemic;jabwood_wood;2020-05-16 16:31:37;Hesperia, CA;
Plandemic (eaz909) I just dropped this new single called “plandemic” breaking down this whole corona virus situation the only way I know how now streaming on all platforms. Click the link in my bio #plandemic https://t.co/nl1erBM2y7 via @Eaz909;#plandemic;eaz909;2020-05-16 16:31:40;Southern California ;
Who is Judy Mikovits the woman behind banned ‘Plandemic’ conspiracy video? https://t.co/ycvp8I9blA;;NSgroupCO;2020-05-16 16:31:41;India;
@JimBoston2014 @HowieCarrShow This is a Plandemic.  Deal with it.  If you want to hide or wear a mask and destroy your immune system be my guest.;;BobKay72385579;2020-05-16 16:31:43;Whereabouts unknown ;
Maybe the real Plandemic was the friends we made along the way;;yourbrainonSeth;2020-05-16 16:32:19;;
@pfin11 @BOJOFORLIFE12 @AllexCalza @piersmorgan It will be fine and would of carried on as normal had the media and government not got involved to sell the plandemic vaccine that’s untested and on its way;;Richardleadbet2;2020-05-16 16:32:45;;
"@Piers_Corbyn
THANK you for protesting about the plandemic and standing up for our right to free speech and peaceful protest. They are systematically being taken away. 
@jeremycorbyn
Please speak out about this injustice!

https://t.co/F5xswjKax2";;Mazwozzle1;2020-05-16 16:32:45;United Kingdom;
"Listen the Committee of 300 behind all this
https://t.co/ierK8LMF68";;obforthepeople;2020-05-16 16:33:28;California, USA;
Just watched this. Dr Fauci may not be all that he appears.   @MSNBC @ABC @NBCNews @CBSNews Please watch and investigate.;;mvauthier;2020-05-16 16:33:35;Somewhere in Texas;
@GovPritzker @JimBoston2014 This is a Plandemic.  Period.;;BobKay72385579;2020-05-16 16:33:35;Whereabouts unknown ;
"@JoeBiden Here's science for you fucker.
#psychology
#sociology
#neuroscience 
#neurology

The last 2 are for you.

We know you want to beat #Trump with a broken economy.
The lives you have destroyed with this #COVID19 
#Coronahoax outnumber any deaths 100 to 1.
It will destroy for decades";#psychology|#sociology|#neuroscience|#neurology|#Trump|#COVID19|#Coronahoax;KerolNew;2020-05-16 16:33:44;;
@Vitalintegrity Oh yeah... from the beginning of Plandemic. In the 90’s I knew but didn’t know how it was going to go down.;;cilla69054952;2020-05-16 16:33:51;;
@TracyICQ What amazes me is that in 2005 it was known medically that hydrochlorquinne combatted the corona India offered this country a supply of it yet not one journalist questioned the governments rejection.  Its a political plandemic;;JohnWil15033691;2020-05-16 16:33:53;Wales UK;
@MarcusTriton @theyIive This is world wide part of the plandemic scheme.....!;;FollowLoot;2020-05-16 16:33:58;Ubiquito ;
@marklevinshow @donnajeanbell PLANDEMIC 👿;;maewest52499669;2020-05-16 16:34:02;;
"""Food for thought in these strange times""";;MeredithCeleste;2020-05-16 16:34:34;Calgary, Alberta;
@OfSelina big picture here is this is all about ushering in worldwide mandatory #id2020 vaccines by #nwo and Bill Gates who wants to depopulate the world. Everything else is noise and distraction. Wake up ppl we're all being manipulated including the police https://t.co/ACKDbFbmk8;#id2020|#nwo;PeterTh34522427;2020-05-16 16:34:43;;
"#plandemic #Scamdemic 
It is becoming obvious that procedures implemented by governments and decision makers to deal with so called pandemic are causing more deaths than they save lives. 
It is time to think of Nuremberg type trials for those who caused it.  #covidGenocide https://t.co/PawCC1a76L";#plandemic|#Scamdemic|#covidGenocide;win2win16;2020-05-16 16:35:10;;
What Plandemic left out about Judy Mikovits' wild conspiracy mongering https://t.co/HbNT81xIZ3 via @gorskon;;kfunk937;2020-05-16 16:35:10;;
"CAMERAS ON = MASKS ON
(Cameras off = Masks off)

Proof of the Covid-19 Lies and scaremongering propaganda!

Picture 1: Dr. Fauci wearing his mask for the Cameras to induce fear into the public!

Picture 2: Dr.Fauci Cameras off = Masks off

#Plandemic https://t.co/UNJLWAVYvA";#Plandemic;PhillipBoyle121;2020-05-16 16:35:11;United Kingdom;
@CaptMarkKelly Washington DC is supposed to support YOUR GOVENOR.  And this plandemic is BS and just being used for a power grab;;WhereJuliet;2020-05-16 16:35:13;;
London protest it not a pandemic it a plandemic WAKE UP THERE NO VIRUS #COVID19 #coronavirus https://t.co/4nXEk9PB2r;#COVID19|#coronavirus;covid19fakeshit;2020-05-16 16:35:15;London, England;
@maraswilliams Maybe they worked hard during this plandemic...;;JimWalk04595810;2020-05-16 16:35:28;;
yah bro we copped during unemployment and this plandemic that you China Government lovers just don't see anything wrong with.;;MBarnes873;2020-05-16 16:35:34;;
An Ex-Google Employee Turned 'Whistleblower' and QAnon Fan Made 'Plandemic' Go Viral via /r/technology https://t.co/vTod4ku2YJ;;rafaelwv;2020-05-16 16:35:36;Spain;
@RobertPLewis He is a puppet for the Committee of the 300 https://t.co/ierK8LMF68;;obforthepeople;2020-05-16 16:36:04;California, USA;
@MManselle @donnnie @topleveltroll2 @PersevereEver @RockSergeant @RGanley @Liberalist_Logi @TomDoubting @Rocket_1981 @Vickie627 @Jameskreger5 @Marlborolts5150 @DigiVorr @MikeAda69588676 @Eddy120876 @ReadYouForFree @Aimhighffw @fasting39 @_Sm1ttyjr @MiracleonIce21 @x_nemesis1_x @BurkesLawNYC @LeftyPuppetMan @ntrlbrnkllr66 @MurderFancier @Mongo3804 @RickAbt2 @kent_nye @SlimJimJohn1 @PoliticsPot @Jay_see_see @RickySi16087724 @RPCovit @Brian_Alford @americanism36 @rulesviolation @Jones17Charlene @THEMAMAELEPHANT @lou_bruette @1_2_F_U @KurtimusHamHall @Davey3482 @blondjewels @briankelly153 @Glowysoe @PissedOffDr @thedemorats @FlippinDBird @Grandma_Boom @Starbucks You misspelled plandemic;;JimRobe70184873;2020-05-16 16:36:04;state of confusion;
@Breaking911 ...And when the election is over @realDonaldTrump will undoubtedly expose all the clowns behind this #plandemic. Nothing can bring back the lives lost but I pray justice will be served.❤️🇱🇷 https://t.co/fY4QmdPHbD;#plandemic.;Viewer47Q;2020-05-16 16:36:10;United States;
Agree. #coronahoax is killing small businesses by design.;#coronahoax;blackjackpupil;2020-05-16 16:36:19;;
@WSJ *Plandemic I fixed it for you;;DanellZorn;2020-05-16 16:37:13;;
#INDEED PLANDEMIC;#INDEED;Weeshady1;2020-05-16 16:37:45;;
"Retweet
#TheGreatAwakeningWorldwide #ObamaGate #Scamdemic #Billuminati";#TheGreatAwakeningWorldwide|#ObamaGate|#Scamdemic|#Billuminati;huttnugget;2020-05-16 16:37:48;;
Perfect from the protests in London loads of people showing that this is horse shit #COVID19 #COVIDIOTS #covidhoax #endthelockdownuk https://t.co/8QsqsRYKTU;#COVID19|#COVIDIOTS|#covidhoax|#endthelockdownuk;Clarelo68483423;2020-05-16 16:38:17;;
I wish y’all would try this bullshit lol;;chubbz503;2020-05-16 16:38:20;Portland, OR;
"Whistleblower on autism medication aids and ebola as well as covid 19 all created!

Dr. Judy Mikovits: Coronavirus Fiasco ""The Plandemic"" (greek subs) https://t.co/6ujckQoZnG via @YouTube";;RachelRiley9;2020-05-16 16:38:43;;
"https://t.co/8fmhH0phN5
These are all possible visions of a future that the #coronavirus #pandemic has rushed on us -decades of change effected sometimes it feels in just weeks. But a lurch into an even more intense era of mass data-collection. #COVID1984 #plandemic #virus";#coronavirus|#pandemic|#COVID1984|#plandemic|#virus;theantiviral21;2020-05-16 16:38:45;;
@SoulOnJourney11 👍👍 much appreciated! I follow all of them already. I've been awake for 15yrs but TRULY awake since the pLandemic kicked in. That's when Q appeared on radar. I've basically spent the last 2mths going down every rabbit hole that's come my way. Great time to be alive!;;Whosaffeard;2020-05-16 16:39:15;;
"@catturd2 @gatewaypundit CDC propagandist / HRC supporter Anthony Fauci MD received major funding from The Bill and Melinda Gates Foundation—who also funded the Coronavirus patent holder. Fauci just recently received $100 million grant from Gates. WE ARE BEING PLAYED. #SCAMDEMIC
https://t.co/4yjh8xpOqE";#SCAMDEMIC;CalmWithinStorm;2020-05-16 16:39:18;Kingdom of True/Biblical Israel;
"@grohlstalker @PrimalPolitical It's bollocks
https://t.co/xcfiQ7i02h";;nobdy_imp;2020-05-16 16:39:49;;
"How did #censorship save your life today?

https://t.co/kzax2gDzr8";#censorship;jdabulis;2020-05-16 16:39:56;;
@WBrettWilson Truth. Happy Dystopian Saturday kids! We’re doomed. #RiseUp #Scamdemic;#RiseUp|#Scamdemic;CocoBails;2020-05-16 16:40:14;4th Generation Canadian;
"I wholeheartedly agree @GovWhitmer  NEEDS to be REMOVED From Office.....IMMEDIATELY....

#RecallGovWhitmer #RecallWhitmer #RecallGovHalfWhit #thatwomanfrommichigan

#FakePandemic 
#Plandemic https://t.co/2kQoUkiD7d";#RecallGovWhitmer|#RecallWhitmer|#RecallGovHalfWhit|#thatwomanfrommichigan|#FakePandemic|#Plandemic;carryingmarine;2020-05-16 16:40:20;Ypsilanti, Michigan;
"This whole #Plandemic is messing with peoples Heads! 
 We need to be able to Socialize within our Communities... It's an Election Season!! #Trump2020 #MAGA #TrumpRally ❤️🇱🇷💥🇱🇷❤️🇱🇷💥🇱🇷";#Plandemic|#Trump2020|#MAGA|#TrumpRally;andersjewl;2020-05-16 16:40:25;;
"Time to flatten!

#SaturdayVibes 
#Plandemic 
#Quarantine 
#QArmy 
 #lastnormalphoto https://t.co/IGjseb9KXc";#SaturdayVibes|#Plandemic|#Quarantine|#QArmy|#lastnormalphoto;CryptoGTxx;2020-05-16 16:40:28;;
Protest in London look how deadly the virus is with police arresting people without gloves or masks on and no social distancing #CovidHoax #endthelockdownuk #VaccinesAreNotTheAnswer https://t.co/yUwCqSqutV;#CovidHoax|#endthelockdownuk|#VaccinesAreNotTheAnswer;Clarelo68483423;2020-05-16 16:40:53;;
Said it previously get rid of us Baby-boomers.;;cloganparker;2020-05-16 16:41:08;;
@RealChiefPolice @creamcenter So much for his plan to create Plandemic 2 with tainted tests!  He was just giddy talking about it. Evil! https://t.co/VBemTKIjdr;;Naturegirl571;2020-05-16 16:41:13;Georgia, USA;
@GovMurphy You Suck. It's the middle of May the Plandemic is OVER.  Let's get back to normal. We the people have had enough of the Democrats and their lie after lie and fake hoaxes.  I hope you get Voted out Big Time! https://t.co/Rq4U8aXIlp;;QrmThe;2020-05-16 16:41:16;TheStQrm;
"Learn the Comms 

When the #Plandemic conspiracy telegraphed in 2012 becomes factual 

[They] knew people died! 

Not a coincidence 🤔

https://t.co/lx5a3DK95s";#Plandemic;doorknobcharlie;2020-05-16 16:41:32;;
If this is how #brainwashed &amp silly people are over this #plandemic then good luck with your forced #vaccines. You must surely know you are being laughed at please present any piece of credible #scientific data for this #socialdistancing nonsense. https://t.co/opNwJOapAu #covid19;#brainwashed|#plandemic|#vaccines.|#scientific|#socialdistancing|#covid19;theantiviral21;2020-05-16 16:41:40;;
And for all the “plandemic” believers: “planned” or not this thing is really killing real people. THATS why you need to abide by the guidances that are set. Idk why it’s even a question;;leandra_elise;2020-05-16 16:42:04;;
"@MBOKSR_MAGA @Balatafun Someone's feeling a bit picky ....

#Plandemic";#Plandemic;Jake4Liberty_v2;2020-05-16 16:42:06;USA;
And here is the next step in the #Plandemic2020  Refuse to testify until there's a Covid 19 vaccine. Still think this was not a #Plandemic?;#Plandemic2020|#Plandemic?;DebOnceasinger;2020-05-16 16:42:25;Florida, USA;
Whow!!  This #Plandemic  has become so insane!!;#Plandemic;andersjewl;2020-05-16 16:42:49;;
@messymason I haven’t been on twitter for a while  get tired of seeing all the progressive BS . I really feel that this plandemic has pulled them out of the wood work !!👊 Feel sorry for you guys in Canada  was reading that Trudeau is a relative of Fidel Castro ?;;Dan67479813;2020-05-16 16:43:31;;
Fantastic its patriot women who are the heros of this Plandemic. #ObamaGate;#ObamaGate;CaliDudeAbides;2020-05-16 16:43:32;So Cal;
It has always been the worlds strategy...until the “deep state &amp international cabal for the NWO gave us a Plandemic &amp #FakeNews created the panic!;#FakeNews;DroletLinnie;2020-05-16 16:43:34;;
What a croc last week Nurses &amp some Dr.s even cops were producing their own dancing in the hall videos of happiness sheer boredom! Give us a break! If their exhausted it's from keeping up the Fake Plandemic! Lying or not saying anything is tiring to your soul! More likely!;;hirmana;2020-05-16 16:43:43;Canada;
Insight: Fact Check My Feed: Finding The Falsehoods In ‘Plandemic’ https://t.co/DsH93U6jX3;;AfamSlu;2020-05-16 16:43:49;St. Louis, MO;
"MUST WATCH!
https://t.co/km0XvSBHF7
Fakedemic/Condemic/Plandemic
Download the flyer and pass it on…
Print it WhatsApp it post it online!
just do it!!
Its now or never to take action
https://t.co/j8AyLap9M0
Join US!
#FUCKBILLGATES 
#SayNoToBillGates
#EndLockdownNow 
Thank you";#FUCKBILLGATES|#SayNoToBillGates|#EndLockdownNow;JohnSeektruth;2020-05-16 16:43:51;;
"“Neither the President nor Congress nor the Judiciary can disturb any one of the safeguards of civil liberty incorporated into the Constitution…” —Ex parte Milligan 71 U.S. 2 (1866)

https://t.co/NS3tr0guj2

🦠 #COVID19 / #Coronavirus #Plandemic 💉 https://t.co/dXTNgfM1g3";#COVID19|#Coronavirus|#Plandemic;Vidarshnu;2020-05-16 16:43:53;ásgarðr;
